일시,광진구,동대문구,성동구,중랑구
20220101,1.888249239818517,1.1581342418059066,1.3711364039711071,0.8480488855228422
20220102,2.3557174860176455,1.6525756799492806,1.6671417770841148,1.1784489474177442
20220103,2.693324413858866,1.657531180177945,2.295852260948071,1.0789091701973843
20220104,2.7708530579201955,1.6891378881408396,2.39648420193798,1.1016972838956138
20220105,2.7566063383238593,1.4385522134053448,2.282612951710403,0.9487382569177446
20220106,2.7762689561654352,2.0070071820009288,2.325286429881539,1.3491234819238176
20220107,2.9469835319041513,2.11130705280976,2.6380863252063342,1.4414970786225956
20220108,2.4233441337023733,1.8470989628078727,1.9399879243242109,1.351556277684552
20220109,2.4089745433495526,1.5719773363169778,1.7809611588910288,1.131392375400564
20220110,2.651835985769627,1.8223618465737124,2.2773523699334133,1.1852835810823141
20220111,2.761110764924705,1.7352669437007888,2.386135843942903,1.126236896336657
20220112,3.1125709836916737,1.821963071306271,2.5348701016955157,1.212129278748427
20220113,3.4326065746120444,2.0631044541689776,2.8347301219785126,1.397680689320923
20220114,3.204806388665813,2.2800211410532563,2.9207952757473152,1.530314246969003
20220115,2.543480752625958,1.604524740617546,1.826118030136194,1.1853365057044134
20220116,2.375486552394759,1.5414237065366736,1.7147084347113226,1.1649906595433428
20220117,2.831535931083877,1.9939529636755629,2.657273110516075,1.3154096590575324
20220118,2.9665526736641095,1.9795412502185705,2.7086206039668723,1.3236119402769257
20220119,3.2068310330842036,2.23179306106172,2.9147245843810548,1.5047546991420597
20220120,3.652882368003917,2.360704718844055,3.170360576969332,1.5871473298362544
20220121,3.4993839364408483,2.2863811908676417,3.0900775027820733,1.56442050631488
20220122,2.517242700006734,1.5775927494304596,2.0146313929653195,1.1874841499248727
20220123,2.4314920148746735,1.423950663278119,1.9231406120990895,1.0744223723932698
20220124,3.0995858849080795,1.982777989361493,2.737636368541278,1.3452485459747046
20220125,3.307727004375305,2.2203177652455044,3.028018560160366,1.5180540809736103
20220126,3.5199186150591717,2.438216155948366,3.2335854797154484,1.7295710828736233
20220127,3.472486657095752,2.489641782429219,3.1156641882901996,1.763405549883693
20220128,3.4805378756173457,2.3152453718827797,3.060803957989151,1.634426828677761
20220129,2.549511385486694,1.6448804447960217,2.0189545077944584,1.2236337901708496
20220130,2.3866803543828228,1.4228819200206848,1.924945875121811,1.0591232186851633
20220131,2.393049365592407,1.2290077113724822,1.8380232442280027,0.9730484450846024
20220201,1.8934898882519988,0.9254448302055799,1.501066328912254,0.6981565887020877
20220202,2.226459508773351,1.1475329025134946,1.6178900832664833,0.8810059244983915
20220203,2.983671120325003,1.9763627549095495,2.500211229714237,1.310211449575369
20220204,2.966893641492371,2.0792796886447364,2.5840309463731703,1.3960289220758872
20220205,2.342466848915468,1.8104444514911608,1.8416771043751057,1.3020985538532457
20220206,2.3406364178215995,1.6669559614616072,1.7013781124015281,1.1946724739873489
20220207,2.654731269337183,1.7283649509308394,2.22014080976005,1.1148178553801658
20220208,2.7123509800147776,1.6517084095798589,2.3000074922314995,1.058790645464889
20220209,2.9836805416677565,1.7256897432229958,2.4852607122006214,1.141510292345032
20220210,3.2437318625553457,2.014404077985159,2.815587605869685,1.3530287260232707
20220211,3.157939747029061,2.1163923493769157,2.855532644694756,1.4293891487117463
20220212,2.5679770813621015,1.6429087852209296,1.8716333081882182,1.197342752833859
20220213,2.4288173512284663,1.5609218951801807,1.8291192534277996,1.1616305122759505
20220214,2.8319930776522915,2.014797117306942,2.5409467890443502,1.3053461535302873
20220215,2.832124191585685,1.9076344864668673,2.457904147885679,1.2746920515742282
20220216,3.1383939851257647,2.0649571162234555,2.785555161361459,1.3694127833632146
20220217,3.2979346291228397,2.4260548018697756,3.003266303735978,1.6373254937530979
20220218,3.2005016648976183,2.287718137895777,2.8710893322597566,1.5349246662129512
20220219,2.590477731192719,1.6510842966095824,1.9701017828223246,1.2292732861326903
20220220,2.5253551521458393,1.4163338286134246,1.924873110427015,1.0574865344531121
20220221,3.066686449313202,1.9619118129746669,2.644619637200695,1.312258848373396
20220222,3.2804751535474175,2.1733091287959447,2.9082668214466474,1.4737502559468585
20220223,3.237231993001823,2.426847789446194,3.104751277169588,1.6976483560320812
20220224,3.5143737535426296,2.4220802702562363,3.1033097613471785,1.6933045003393492
20220225,3.5156340998476763,2.367918220745506,2.944484641749805,1.6493402100912062
20220226,2.4433693656185875,1.5919902079806663,2.088177354767731,1.1868222577251242
20220227,2.4589080069991573,1.5322457347737595,2.021199305934312,1.1379084454173607
20220228,3.190460098777034,2.0032538623957308,2.785272707724598,1.366943779417405
20220301,4.094540126100162,1.7138647482278293,3.2827898155923156,1.300413916249556
20220302,6.334050584310078,3.7819692878791797,5.515939320072533,2.8900192273664818
20220303,6.734193020760834,3.6806877310178305,6.147187519774348,2.830895384180996
20220304,6.482200694417283,4.010682814111089,6.119911343297982,3.1558293517140097
20220305,6.993144848171396,3.7487550357292565,5.604924135135089,3.2841913854850664
20220306,6.753662046548228,3.907370346461054,5.924106657268491,3.4226519527888923
20220307,6.279312157368416,3.713883442658208,5.841700618864338,2.903376007356925
20220308,6.2972042355898274,3.6271366520544066,5.674541385526426,2.7839781336677505
20220309,6.696950563299829,3.559659635893357,5.65888239556458,2.74149631426283
20220310,6.627318704572463,4.0269931631205145,5.644026395787022,3.221667548059511
20220311,5.860849678147809,3.708966896153267,5.35440350123806,2.871596238471313
20220312,6.785923745651026,3.403090587768555,5.7019397684724344,2.9324829907519163
20220313,6.810171098321694,3.626113855704703,6.396440734380989,3.186820472593918
20220314,6.3060172785644335,3.9079626160105145,5.817943980794983,3.000170150217418
20220315,6.725953263501979,3.8486744717980748,5.898494305302757,2.9838557701915414
20220316,6.342298478920523,3.6989867152733704,5.763227759261012,2.9189665718806435
20220317,6.273246831984224,3.8637870649152326,5.552407386950296,3.031469796587753
20220318,6.131574967700636,3.425910194240259,5.4179616736128065,2.627046913022647
20220319,7.92509145609339,3.9014341824461467,6.765702889544083,3.3858080582709533
20220320,7.840592347828045,4.257892486934385,6.957215843214716,3.6586655872535756
20220321,7.040529305903849,3.941250559727309,6.337590696018946,3.0377431953046456
20220322,6.758889969933838,4.279659554732172,6.3448080817383214,3.275373266058479
20220323,7.353187159144291,4.381517137970252,6.489329865344522,3.3741702291333975
20220324,7.45981024914469,4.276935337113357,6.4656699966405915,3.329284855982182
20220325,6.510792390512126,4.587895579167268,6.366669834807869,3.5797927177863884
20220326,8.187078243666017,5.110237399059736,7.395646505920669,4.386404329436413
20220327,8.3769392733337,4.506839905504151,7.353388443728656,3.7852676160468843
20220328,7.482350680469586,5.002823270605447,7.189253856656966,3.9507825514836266
20220329,7.966908846979785,5.1073616725530275,7.367514690972663,3.977559245002773
20220330,7.903050300640212,5.06828461044858,7.450337100125325,3.962919864266558
20220331,7.871818118735725,4.934194786154193,6.952320281972403,3.858012594690644
20220401,6.981620629699037,4.610243105959533,6.504703752203743,3.704928942027464
20220402,7.056421687270033,3.768884931102983,5.92806874233051,3.298500715938789
20220403,6.907338754920483,4.3239497419825765,6.192466896214073,3.8594793941090644
20220404,6.790359692347485,4.197518533086852,6.0420814786155566,3.3437923504581986
20220405,7.001139074559991,4.179599579531224,6.354752238243952,3.3513052666231604
20220406,7.0153204253229,4.537789252974244,6.636735837595016,3.6482219525287554
20220407,7.511839444534267,4.408166111137578,6.98418645639492,3.5643628863678347
20220408,6.983393749518087,4.4328345270207175,6.123845148276375,3.557715132964532
20220409,6.882401452408585,3.4433182315779054,6.088039843467756,3.0314049316076934
20220410,6.982808901553028,3.466926752968426,6.009904735249611,3.098472827313655
20220411,6.723036551895083,4.369029751584294,6.328941315768582,3.4750732174486942
20220412,6.708572774001062,4.486746777051146,6.340188254703705,3.691741780751919
20220413,7.273929931943475,4.989522756368664,7.179885320388718,4.10701963093085
20220414,7.006675842826428,3.995181915796514,6.110006326756188,3.2944958801869006
20220415,6.475172109265808,4.022854606050501,5.638425656158756,3.238028096188232
20220416,7.485828173767315,4.118860767022457,6.24363603221854,3.7029330087070913
20220417,7.834624735550059,4.200014826939216,6.812834279904083,3.772651495566385
20220418,6.882362445884692,4.032388705006435,6.279867886828064,3.0731187022044204
20220419,6.582329607678557,4.034920655179212,6.276108050058266,3.12578981026556
20220420,7.37539218914912,4.518435115109113,6.620653764520422,3.5463886687427153
20220421,7.324437050929374,4.56370606597758,6.234171759475538,3.6280239681774695
20220422,6.806246778859399,4.31131967765782,5.855597660909025,3.4365791304834925
20220423,8.43834470089025,4.827755069649797,7.574828644290331,4.140568477442592
20220424,8.613711926595439,4.957147559363491,7.6760175348835595,4.24454557186829
20220425,7.4598796070996025,4.932862725766022,6.708201308963678,3.8775847019138188
20220426,7.716671293954655,5.284121642882523,7.406723065508965,4.15160782266417
20220427,7.905535338381269,5.343952808289823,7.380052635799201,4.1295616095774195
20220428,7.72884071686896,5.613374480230054,7.2178930944242765,4.387999200897151
20220429,7.516355282218714,5.361979722361553,6.630004001086186,4.238113952162861
20220430,8.451003011092808,5.454986196767389,7.96961486068088,4.717641652312606
20220501,7.1496557189145795,3.9485766836272584,6.672226175621124,3.5375179379923334
20220502,6.730834651718287,4.530375267148477,6.9095535133027814,3.66160446085162
20220503,7.674868343773846,4.441535287406921,6.427917976715214,3.6021600146088377
20220504,7.977979362644555,5.133073212494941,7.115309763885728,4.287470134630325
20220505,8.6163960918161,4.56109411539804,7.637184084067399,3.9716489638156074
20220506,7.324646545310414,4.708106561286967,6.581918799655374,3.8910146974932522
20220507,7.826915192640245,3.992197739213246,6.452738837336966,3.6192835751221315
20220508,8.110581501289003,4.049253262363601,7.044238425490879,3.446182046818624
20220509,7.268364059140976,4.388856989035797,6.545644486017178,3.619730629095181
20220510,7.366486790074926,4.860115853508671,6.854929432280643,4.030321069343188
20220511,7.689208912216411,5.436690640316241,6.98752037584942,4.652248517114745
20220512,7.073116445610702,4.861747527897396,6.9320533733546785,4.19858920035638
20220513,7.398970707685666,4.417077554150473,6.428356943106451,3.6836560677313783
20220514,7.8244526514969905,4.388933639362825,6.35701721894244,4.022476502374542
20220515,7.418748639342364,3.96002799313119,6.388110669473548,3.609709970527696
20220516,7.4531227578391,4.615153182001538,6.579885761549144,3.6959584557902505
20220517,6.904384396785736,4.743814835123451,6.184513628270456,3.833388070655955
20220518,7.078066870404035,5.082419918270268,6.68998729250413,4.22745705813848
20220519,7.068515091182786,4.872400691179398,6.329532902372142,4.00434467678956
20220520,7.1844926528484025,4.859237691399444,6.296576035491118,3.931698563185302
20220521,8.79636951433318,5.251645730945403,7.439778102139937,4.662449321098479
20220522,8.652855323742958,5.032979307228712,7.461818665842658,4.359030532440564
20220523,7.493072280775396,4.518583607437442,6.594191526662732,3.5434495381699906
20220524,7.682532045147329,5.258524475908575,7.005013837956258,4.14100703089347
20220525,8.181842640195661,5.938708705502626,7.494539836150435,4.725630295692789
20220526,8.26954178271342,5.8424338043863,7.72112779454342,4.66902197636908
20220527,7.767742316125735,5.797146788643863,6.855836237318856,4.640662159075389
20220528,9.092712076561856,5.500418446034322,8.254572545704638,4.74405367416439
