일시,광진구,동대문구,성동구,중랑구
20210101,1.9193132843669547,1.1012403385029426,1.4759652754611532,0.813227171286747
20210102,2.447182083513884,1.7171802882659828,1.9072631569483982,1.2273857538166417
20210103,2.3923523005752654,1.6622069151064318,1.678307784524932,1.1876669782784004
20210104,2.6741612994130404,1.568276622903774,2.2709101778385343,1.016590111243688
20210105,2.720114098648533,1.6399464299476283,2.338237263427605,1.067369655445233
20210106,2.799762064534262,1.4279864135412332,2.2302741770235355,0.9433509739827337
20210107,2.859226339214635,1.872388936036951,2.4136304647249966,1.2677067383783853
20210108,2.988942890731649,2.1143496877483265,2.731679672809602,1.4451811961701935
20210109,2.4569055519668,1.8416919047037923,1.9218032535504312,1.3467108114524828
20210110,2.44325533616156,1.5636308502079808,1.7808237113690746,1.129941142801952
20210111,2.6769778698054694,1.8426121860356448,2.3166738810392062,1.1966830878817243
20210112,2.7498932407127334,1.7624734455950908,2.396336821430008,1.1516551480440889
20210113,3.071977759376706,1.931730844168045,2.545119635299756,1.2871781686960386
20210114,3.3154576264395406,2.3187525825762205,2.856193155105731,1.555117586339928
20210115,3.239830678600862,2.277997737325106,2.9504013813967207,1.5279716817095481
20210116,2.560737280205683,1.6022000628522475,1.8642162425232132,1.1869623946543968
20210117,2.447386657431418,1.4863635336985748,1.7132814976915849,1.1088175276314207
20210118,2.977682399284265,1.9840911666287677,2.617037236754268,1.3107814646095899
20210119,3.0156966539289485,1.9201136139630621,2.7114833976510018,1.2970518067405319
20210120,3.270606358750001,2.3769264758056123,2.937058126751796,1.6074744388052506
20210121,3.623720711950258,2.3975150468937922,3.2343554298147557,1.6491118707905128
20210122,3.5452924770512975,2.277937505579333,3.063552517259645,1.5600530706773277
20210123,2.539082851392418,1.6839044393379297,2.034804054092059,1.2480231537526811
20210124,2.4401121041404896,1.4455072395812023,1.8938470261121416,1.0711490961972578
20210125,3.1897268601323723,2.111280817189436,2.7026200435394783,1.4336952239417682
20210126,3.320665747846006,2.2255697447848393,3.051321989978028,1.5244146154759524
20210127,3.5504334880238293,2.459847862800835,3.0980463050088662,1.7433394200053596
20210128,3.5064601895401415,2.4605334661718783,3.1433860146209005,1.7473012717801562
20210129,3.491147246957787,2.3151330924832,3.0625187604633304,1.6359283015242594
20210130,2.5851383733467155,1.668906314892642,2.071292228186382,1.2431115985495993
20210131,2.4024332227444924,1.4389162008303193,1.9453751109491335,1.0710222160171308
20210201,2.681598956422464,1.7505467286233627,2.3208882359482885,1.1339132758508956
20210202,2.7122127761615324,1.7894575072544765,2.3219211144702085,1.14177986059021
20210203,2.8053411829174952,1.56809960791085,2.307445311701938,1.0423681196847823
20210204,2.9823260671069827,1.9668510612407548,2.4794415295567402,1.2995143323540137
20210205,2.8667350008623815,2.1581464085228115,2.627177167452221,1.4538705112256576
20210206,2.3928420970709814,1.8657481159726297,1.9242309540519829,1.3381199025805093
20210207,2.3881125421777103,1.6605499050362207,1.8044936119521633,1.1873721125381005
20210208,2.693288903016301,1.7645179216789413,2.2548254145676676,1.1466690023208186
20210209,2.7027001713660628,1.7092275721056158,2.3630277868017258,1.1028705097375238
20210210,2.990994439500137,1.9476682699409091,2.499451645742504,1.2781826172031663
20210211,2.173485488378467,1.0897038135872072,1.6745209075276235,0.8759373191582838
20210212,2.0314632453787054,0.9809473901247483,1.514250014554342,0.7477434081857368
20210213,2.048967456678856,1.0651021274977364,1.5583635439720491,0.8697231668507903
20210214,2.401145949166879,1.543187212941065,1.837957413080943,1.1438556067244685
20210215,2.7362436755049493,2.0579773027971697,2.62730682167918,1.3405531344163444
20210216,2.9860432050084045,1.8259639529680307,2.591700365972991,1.2321285046076114
20210217,3.1949426670441703,1.9633996075812628,2.830201952121481,1.3148807312113
20210218,3.3538894560274346,2.3741373933098857,3.048276273053098,1.6077955543603304
20210219,3.3569471261115233,2.3192936028707436,3.026814889188062,1.5712980328010382
20210220,2.6024637719961,1.6483928776957582,2.0187328211537228,1.2264755730249748
20210221,2.522558187313442,1.551318604744342,1.924684415866357,1.1559164650742884
20210222,3.1706795763721427,1.959111863966825,2.7542583280013155,1.3226390666174892
20210223,3.265307392919681,2.1525563324309624,2.8287273416308953,1.4618691169875815
20210224,3.35927773542909,2.463872170330723,3.129089589228007,1.707634539513682
20210225,3.531401537249781,2.310871188458587,3.121161604033444,1.6313047341338804
20210226,3.481517748803603,2.3092244279785543,3.007384720258567,1.6174410823744725
20210227,2.4574708169889905,1.6318330833378267,2.151212058892442,1.2177630933236037
20210228,2.3831854016889444,1.5553424316318718,2.0608844860978364,1.1563379449752675
20210301,3.9512836642541664,1.9269597586235594,3.062667892551839,1.4832906287335572
20210302,6.202142679372016,3.3459008909483585,5.47844054683769,2.5637005726759035
20210303,6.102140268661363,3.7280599872827755,5.450973178602507,2.843731228679922
20210304,6.654593751104808,3.741978200303559,5.984523880230165,2.961998334410397
20210305,6.599944973494257,3.952660821027172,6.082285625607722,3.0971794258041174
20210306,6.921222868120923,3.6774643472885904,5.837683360772548,3.2112783205100452
20210307,6.787378679581515,3.84645008581698,5.819033915940779,3.3597120067421082
20210308,6.374076407717917,3.9326707584155933,5.837817879038658,3.1134915056744177
20210309,6.220985246446624,3.7088602745137895,5.772680512692071,2.916695460608168
20210310,6.520623313477102,3.849744876823221,5.8050776387758525,3.068964066823966
20210311,6.355549010457744,3.9358543773614794,5.631540021887412,3.131966942818382
20210312,6.038863749154836,3.279590853347997,4.94092965823469,2.5148466657262714
20210313,6.8476696582641905,3.5399207245200737,5.670593284729265,3.1052753320260065
20210314,6.723221957719617,3.5612403587586012,6.205660788141347,3.117588076192655
20210315,6.365901897602921,4.064503261241117,5.885833966914952,3.106806307061496
20210316,6.511895601764022,3.8049290301982603,5.832722139223455,2.9561394862613395
20210317,6.518404589347383,4.200275920691567,6.064826639547285,3.332094476868298
20210318,6.428864742053712,3.8409422135975118,5.516949762694259,3.0027026991987094
20210319,6.120201344437568,3.5246279656055495,5.193187586095419,2.713557203112072
20210320,7.7650547138439965,4.360582859392722,7.067121799374179,3.8059692369112126
20210321,7.886137022607616,4.2139602472980044,7.2057247893504375,3.6026329301684075
20210322,7.241952757104148,4.291335034134454,6.478000416475251,3.343806808583283
20210323,7.330537554762977,4.518832246194806,6.631363941091739,3.495859593285557
20210324,7.519077046942135,4.880681962802741,6.809979777161074,3.7763136158291957
